DateTime,Junction,Vehicles,Year,month,Week,Day,Hour,Minute,DayOfWeek,IsWeekend,Season,NomJourFerie
2017-04-26 10:00:00,1,0.4301675977653632,2017,4,17,26,10,0,2,0,0,11
2017-04-26 11:00:00,1,0.4916201117318436,2017,4,17,26,11,0,2,0,0,11
2017-04-26 12:00:00,1,0.5195530726256983,2017,4,17,26,12,0,2,0,0,11
2017-04-26 13:00:00,1,0.4301675977653632,2017,4,17,26,13,0,2,0,0,11
2017-04-26 14:00:00,1,0.48603351955307267,2017,4,17,26,14,0,2,0,0,11
2017-04-26 15:00:00,1,0.4916201117318436,2017,4,17,26,15,0,2,0,0,11
2017-04-26 16:00:00,1,0.4748603351955307,2017,4,17,26,16,0,2,0,0,11
2017-04-26 17:00:00,1,0.4916201117318436,2017,4,17,26,17,0,2,0,0,11
2017-04-26 18:00:00,1,0.5307262569832402,2017,4,17,26,18,0,2,0,0,11
2017-04-26 19:00:00,1,0.5251396648044693,2017,4,17,26,19,0,2,0,0,11
2017-04-26 20:00:00,1,0.48603351955307267,2017,4,17,26,20,0,2,0,0,11
2017-04-26 21:00:00,1,0.4301675977653632,2017,4,17,26,21,0,2,0,0,11
2017-04-26 22:00:00,1,0.46368715083798884,2017,4,17,26,22,0,2,0,0,11
2017-04-26 23:00:00,1,0.4301675977653632,2017,4,17,26,23,0,2,0,0,11
2017-04-27 00:00:00,1,0.41899441340782123,2017,4,17,27,0,0,3,0,0,11
2017-04-27 01:00:00,1,0.3575418994413408,2017,4,17,27,1,0,3,0,0,11
2017-04-27 02:00:00,1,0.29608938547486036,2017,4,17,27,2,0,3,0,0,11
2017-04-27 03:00:00,1,0.2458100558659218,2017,4,17,27,3,0,3,0,0,11
2017-04-27 04:00:00,1,0.21229050279329612,2017,4,17,27,4,0,3,0,0,11
2017-04-27 05:00:00,1,0.20670391061452514,2017,4,17,27,5,0,3,0,0,11
2017-04-27 06:00:00,1,0.2346368715083799,2017,4,17,27,6,0,3,0,0,11
2017-04-27 07:00:00,1,0.2905027932960894,2017,4,17,27,7,0,3,0,0,11
2017-04-27 08:00:00,1,0.2905027932960894,2017,4,17,27,8,0,3,0,0,11
2017-04-27 09:00:00,1,0.335195530726257,2017,4,17,27,9,0,3,0,0,11
2017-04-27 10:00:00,1,0.4581005586592179,2017,4,17,27,10,0,3,0,0,11
2017-04-27 11:00:00,1,0.5027932960893854,2017,4,17,27,11,0,3,0,0,11
2017-04-27 12:00:00,1,0.4916201117318436,2017,4,17,27,12,0,3,0,0,11
2017-04-27 13:00:00,1,0.4692737430167598,2017,4,17,27,13,0,3,0,0,11
2017-04-27 14:00:00,1,0.46368715083798884,2017,4,17,27,14,0,3,0,0,11
2017-04-27 15:00:00,1,0.4692737430167598,2017,4,17,27,15,0,3,0,0,11
2017-04-27 16:00:00,1,0.4357541899441341,2017,4,17,27,16,0,3,0,0,11
2017-04-27 17:00:00,1,0.446927374301676,2017,4,17,27,17,0,3,0,0,11
2017-04-27 18:00:00,1,0.4692737430167598,2017,4,17,27,18,0,3,0,0,11
2017-04-27 19:00:00,1,0.4581005586592179,2017,4,17,27,19,0,3,0,0,11
2017-04-27 20:00:00,1,0.4804469273743017,2017,4,17,27,20,0,3,0,0,11
2017-04-27 21:00:00,1,0.4357541899441341,2017,4,17,27,21,0,3,0,0,11
2017-04-27 22:00:00,1,0.4357541899441341,2017,4,17,27,22,0,3,0,0,11
2017-04-27 23:00:00,1,0.41899441340782123,2017,4,17,27,23,0,3,0,0,11
2017-04-28 00:00:00,1,0.3575418994413408,2017,4,17,28,0,0,4,0,0,11
2017-04-28 01:00:00,1,0.3296089385474861,2017,4,17,28,1,0,4,0,0,11
2017-04-28 02:00:00,1,0.2905027932960894,2017,4,17,28,2,0,4,0,0,11
2017-04-28 03:00:00,1,0.223463687150838,2017,4,17,28,3,0,4,0,0,11
2017-04-28 04:00:00,1,0.2011173184357542,2017,4,17,28,4,0,4,0,0,11
2017-04-28 05:00:00,1,0.1899441340782123,2017,4,17,28,5,0,4,0,0,11
2017-04-28 06:00:00,1,0.21229050279329612,2017,4,17,28,6,0,4,0,0,11
2017-04-28 07:00:00,1,0.2737430167597765,2017,4,17,28,7,0,4,0,0,11
2017-04-28 08:00:00,1,0.2569832402234637,2017,4,17,28,8,0,4,0,0,11
2017-04-28 09:00:00,1,0.2905027932960894,2017,4,17,28,9,0,4,0,0,11
2017-04-28 10:00:00,1,0.35195530726256985,2017,4,17,28,10,0,4,0,0,11
2017-04-28 11:00:00,1,0.446927374301676,2017,4,17,28,11,0,4,0,0,11
2017-04-28 12:00:00,1,0.4301675977653632,2017,4,17,28,12,0,4,0,0,11
2017-04-28 13:00:00,1,0.4022346368715084,2017,4,17,28,13,0,4,0,0,11
2017-04-28 14:00:00,1,0.40782122905027934,2017,4,17,28,14,0,4,0,0,11
2017-04-28 15:00:00,1,0.4022346368715084,2017,4,17,28,15,0,4,0,0,11
2017-04-28 16:00:00,1,0.38547486033519557,2017,4,17,28,16,0,4,0,0,11
2017-04-28 17:00:00,1,0.3743016759776536,2017,4,17,28,17,0,4,0,0,11
2017-04-28 18:00:00,1,0.3743016759776536,2017,4,17,28,18,0,4,0,0,11
2017-04-28 19:00:00,1,0.3798882681564246,2017,4,17,28,19,0,4,0,0,11
2017-04-28 20:00:00,1,0.4022346368715084,2017,4,17,28,20,0,4,0,0,11
2017-04-28 21:00:00,1,0.36312849162011174,2017,4,17,28,21,0,4,0,0,11
2017-04-28 22:00:00,1,0.34078212290502796,2017,4,17,28,22,0,4,0,0,11
2017-04-28 23:00:00,1,0.35195530726256985,2017,4,17,28,23,0,4,0,0,11
2017-04-29 00:00:00,1,0.3296089385474861,2017,4,17,29,0,0,5,1,0,11
2017-04-29 01:00:00,1,0.28491620111731847,2017,4,17,29,1,0,5,1,0,11
2017-04-29 02:00:00,1,0.22905027932960895,2017,4,17,29,2,0,5,1,0,11
2017-04-29 03:00:00,1,0.21787709497206706,2017,4,17,29,3,0,5,1,0,11
2017-04-29 04:00:00,1,0.16201117318435757,2017,4,17,29,4,0,5,1,0,11
2017-04-29 05:00:00,1,0.1452513966480447,2017,4,17,29,5,0,5,1,0,11
2017-04-29 06:00:00,1,0.1787709497206704,2017,4,17,29,6,0,5,1,0,11
2017-04-29 07:00:00,1,0.1564245810055866,2017,4,17,29,7,0,5,1,0,11
2017-04-29 08:00:00,1,0.1899441340782123,2017,4,17,29,8,0,5,1,0,11
2017-04-29 09:00:00,1,0.21229050279329612,2017,4,17,29,9,0,5,1,0,11
2017-04-29 10:00:00,1,0.29608938547486036,2017,4,17,29,10,0,5,1,0,11
2017-04-29 11:00:00,1,0.3016759776536313,2017,4,17,29,11,0,5,1,0,11
2017-04-29 12:00:00,1,0.28491620111731847,2017,4,17,29,12,0,5,1,0,11
2017-04-29 13:00:00,1,0.2569832402234637,2017,4,17,29,13,0,5,1,0,11
2017-04-29 14:00:00,1,0.2569832402234637,2017,4,17,29,14,0,5,1,0,11
2017-04-29 15:00:00,1,0.2346368715083799,2017,4,17,29,15,0,5,1,0,11
2017-04-29 16:00:00,1,0.25139664804469275,2017,4,17,29,16,0,5,1,0,11
2017-04-29 17:00:00,1,0.25139664804469275,2017,4,17,29,17,0,5,1,0,11
2017-04-29 18:00:00,1,0.2569832402234637,2017,4,17,29,18,0,5,1,0,11
2017-04-29 19:00:00,1,0.2905027932960894,2017,4,17,29,19,0,5,1,0,11
2017-04-29 20:00:00,1,0.3240223463687151,2017,4,17,29,20,0,5,1,0,11
2017-04-29 21:00:00,1,0.2905027932960894,2017,4,17,29,21,0,5,1,0,11
2017-04-29 22:00:00,1,0.3016759776536313,2017,4,17,29,22,0,5,1,0,11
2017-04-29 23:00:00,1,0.2793296089385475,2017,4,17,29,23,0,5,1,0,11
2017-04-30 00:00:00,1,0.2569832402234637,2017,4,17,30,0,0,6,1,0,11
2017-04-30 01:00:00,1,0.22905027932960895,2017,4,17,30,1,0,6,1,0,11
2017-04-30 02:00:00,1,0.1899441340782123,2017,4,17,30,2,0,6,1,0,11
2017-04-30 03:00:00,1,0.19553072625698326,2017,4,17,30,3,0,6,1,0,11
2017-04-30 04:00:00,1,0.1340782122905028,2017,4,17,30,4,0,6,1,0,11
2017-04-30 05:00:00,1,0.13966480446927376,2017,4,17,30,5,0,6,1,0,11
2017-04-30 06:00:00,1,0.1564245810055866,2017,4,17,30,6,0,6,1,0,11
2017-04-30 07:00:00,1,0.16201117318435757,2017,4,17,30,7,0,6,1,0,11
2017-04-30 08:00:00,1,0.2011173184357542,2017,4,17,30,8,0,6,1,0,11
2017-04-30 09:00:00,1,0.21229050279329612,2017,4,17,30,9,0,6,1,0,11
2017-04-30 10:00:00,1,0.2346368715083799,2017,4,17,30,10,0,6,1,0,11
2017-04-30 11:00:00,1,0.2569832402234637,2017,4,17,30,11,0,6,1,0,11
2017-04-30 12:00:00,1,0.25139664804469275,2017,4,17,30,12,0,6,1,0,11
2017-04-30 13:00:00,1,0.2569832402234637,2017,4,17,30,13,0,6,1,0,11
2017-04-30 14:00:00,1,0.22905027932960895,2017,4,17,30,14,0,6,1,0,11
2017-04-30 15:00:00,1,0.2458100558659218,2017,4,17,30,15,0,6,1,0,11
2017-04-30 16:00:00,1,0.2346368715083799,2017,4,17,30,16,0,6,1,0,11
2017-04-30 17:00:00,1,0.2458100558659218,2017,4,17,30,17,0,6,1,0,11
2017-04-30 18:00:00,1,0.2905027932960894,2017,4,17,30,18,0,6,1,0,11
2017-04-30 19:00:00,1,0.31843575418994413,2017,4,17,30,19,0,6,1,0,11
2017-04-30 20:00:00,1,0.29608938547486036,2017,4,17,30,20,0,6,1,0,11
2017-04-30 21:00:00,1,0.30726256983240224,2017,4,17,30,21,0,6,1,0,11
2017-04-30 22:00:00,1,0.31843575418994413,2017,4,17,30,22,0,6,1,0,11
2017-04-30 23:00:00,1,0.31843575418994413,2017,4,17,30,23,0,6,1,0,11
2017-05-01 00:00:00,1,0.2793296089385475,2017,5,18,1,0,0,0,0,0,4
2017-05-01 01:00:00,1,0.2681564245810056,2017,5,18,1,1,0,0,0,0,4
2017-05-01 02:00:00,1,0.21229050279329612,2017,5,18,1,2,0,0,0,0,4
2017-05-01 03:00:00,1,0.1899441340782123,2017,5,18,1,3,0,0,0,0,4
2017-05-01 04:00:00,1,0.2011173184357542,2017,5,18,1,4,0,0,0,0,4
2017-05-01 05:00:00,1,0.1787709497206704,2017,5,18,1,5,0,0,0,0,4
2017-05-01 06:00:00,1,0.18435754189944134,2017,5,18,1,6,0,0,0,0,4
2017-05-01 07:00:00,1,0.22905027932960895,2017,5,18,1,7,0,0,0,0,4
2017-05-01 08:00:00,1,0.2458100558659218,2017,5,18,1,8,0,0,0,0,4
2017-05-01 09:00:00,1,0.26256983240223464,2017,5,18,1,9,0,0,0,0,4
2017-05-01 10:00:00,1,0.3296089385474861,2017,5,18,1,10,0,0,0,0,4
2017-05-01 11:00:00,1,0.38547486033519557,2017,5,18,1,11,0,0,0,0,4
2017-05-01 12:00:00,1,0.3575418994413408,2017,5,18,1,12,0,0,0,0,4
2017-05-01 13:00:00,1,0.21787709497206706,2017,5,18,1,13,0,0,0,0,4
2017-05-01 14:00:00,1,0.3575418994413408,2017,5,18,1,14,0,0,0,0,4
2017-05-01 15:00:00,1,0.335195530726257,2017,5,18,1,15,0,0,0,0,4
2017-05-01 16:00:00,1,0.1899441340782123,2017,5,18,1,16,0,0,0,0,4
2017-05-01 17:00:00,1,0.38547486033519557,2017,5,18,1,17,0,0,0,0,4
2017-05-01 18:00:00,1,0.40782122905027934,2017,5,18,1,18,0,0,0,0,4
2017-05-01 19:00:00,1,0.4581005586592179,2017,5,18,1,19,0,0,0,0,4
2017-05-01 20:00:00,1,0.46368715083798884,2017,5,18,1,20,0,0,0,0,4
2017-05-01 21:00:00,1,0.4301675977653632,2017,5,18,1,21,0,0,0,0,4
2017-05-01 22:00:00,1,0.41899441340782123,2017,5,18,1,22,0,0,0,0,4
2017-05-01 23:00:00,1,0.4022346368715084,2017,5,18,1,23,0,0,0,0,4
2017-05-02 00:00:00,1,0.39664804469273746,2017,5,18,2,0,0,1,0,0,11
2017-05-02 01:00:00,1,0.3240223463687151,2017,5,18,2,1,0,1,0,0,11
2017-05-02 02:00:00,1,0.2793296089385475,2017,5,18,2,2,0,1,0,0,11
2017-05-02 03:00:00,1,0.2458100558659218,2017,5,18,2,3,0,1,0,0,11
2017-05-02 04:00:00,1,0.19553072625698326,2017,5,18,2,4,0,1,0,0,11
2017-05-02 05:00:00,1,0.2011173184357542,2017,5,18,2,5,0,1,0,0,11
2017-05-02 06:00:00,1,0.25139664804469275,2017,5,18,2,6,0,1,0,0,11
2017-05-02 07:00:00,1,0.26256983240223464,2017,5,18,2,7,0,1,0,0,11
2017-05-02 08:00:00,1,0.2905027932960894,2017,5,18,2,8,0,1,0,0,11
2017-05-02 09:00:00,1,0.3296089385474861,2017,5,18,2,9,0,1,0,0,11
2017-05-02 10:00:00,1,0.446927374301676,2017,5,18,2,10,0,1,0,0,11
2017-05-02 11:00:00,1,0.4804469273743017,2017,5,18,2,11,0,1,0,0,11
2017-05-02 12:00:00,1,0.5027932960893854,2017,5,18,2,12,0,1,0,0,11
2017-05-02 13:00:00,1,0.5083798882681564,2017,5,18,2,13,0,1,0,0,11
2017-05-02 14:00:00,1,0.5195530726256983,2017,5,18,2,14,0,1,0,0,11
2017-05-02 15:00:00,1,0.541899441340782,2017,5,18,2,15,0,1,0,0,11
2017-05-02 16:00:00,1,0.46368715083798884,2017,5,18,2,16,0,1,0,0,11
2017-05-02 17:00:00,1,0.4916201117318436,2017,5,18,2,17,0,1,0,0,11
2017-05-02 18:00:00,1,0.49720670391061456,2017,5,18,2,18,0,1,0,0,11
2017-05-02 19:00:00,1,0.5642458100558659,2017,5,18,2,19,0,1,0,0,11
2017-05-02 20:00:00,1,0.5251396648044693,2017,5,18,2,20,0,1,0,0,11
2017-05-02 21:00:00,1,0.48603351955307267,2017,5,18,2,21,0,1,0,0,11
2017-05-02 22:00:00,1,0.4748603351955307,2017,5,18,2,22,0,1,0,0,11
2017-05-02 23:00:00,1,0.44134078212290506,2017,5,18,2,23,0,1,0,0,11
2017-05-03 00:00:00,1,0.4022346368715084,2017,5,18,3,0,0,2,0,0,11
2017-05-03 01:00:00,1,0.3743016759776536,2017,5,18,3,1,0,2,0,0,11
2017-05-03 02:00:00,1,0.28491620111731847,2017,5,18,3,2,0,2,0,0,11
2017-05-03 03:00:00,1,0.24022346368715086,2017,5,18,3,3,0,2,0,0,11
2017-05-03 04:00:00,1,0.20670391061452514,2017,5,18,3,4,0,2,0,0,11
2017-05-03 05:00:00,1,0.21787709497206706,2017,5,18,3,5,0,2,0,0,11
2017-05-03 06:00:00,1,0.2569832402234637,2017,5,18,3,6,0,2,0,0,11
2017-05-03 07:00:00,1,0.2793296089385475,2017,5,18,3,7,0,2,0,0,11
2017-05-03 08:00:00,1,0.3016759776536313,2017,5,18,3,8,0,2,0,0,11
2017-05-03 09:00:00,1,0.3575418994413408,2017,5,18,3,9,0,2,0,0,11
2017-05-03 10:00:00,1,0.4357541899441341,2017,5,18,3,10,0,2,0,0,11
2017-05-03 11:00:00,1,0.4804469273743017,2017,5,18,3,11,0,2,0,0,11
2017-05-03 12:00:00,1,0.5251396648044693,2017,5,18,3,12,0,2,0,0,11
2017-05-03 13:00:00,1,0.45251396648044695,2017,5,18,3,13,0,2,0,0,11
2017-05-03 14:00:00,1,0.5139664804469274,2017,5,18,3,14,0,2,0,0,11
2017-05-03 15:00:00,1,0.5027932960893854,2017,5,18,3,15,0,2,0,0,11
2017-05-03 16:00:00,1,0.46368715083798884,2017,5,18,3,16,0,2,0,0,11
2017-05-03 17:00:00,1,0.4748603351955307,2017,5,18,3,17,0,2,0,0,11
2017-05-03 18:00:00,1,0.48603351955307267,2017,5,18,3,18,0,2,0,0,11
2017-05-03 19:00:00,1,0.5083798882681564,2017,5,18,3,19,0,2,0,0,11
2017-05-03 20:00:00,1,0.5027932960893854,2017,5,18,3,20,0,2,0,0,11
2017-05-03 21:00:00,1,0.4748603351955307,2017,5,18,3,21,0,2,0,0,11
2017-05-03 22:00:00,1,0.4748603351955307,2017,5,18,3,22,0,2,0,0,11
2017-05-03 23:00:00,1,0.40782122905027934,2017,5,18,3,23,0,2,0,0,11
2017-05-04 00:00:00,1,0.38547486033519557,2017,5,18,4,0,0,3,0,0,11
2017-05-04 01:00:00,1,0.34078212290502796,2017,5,18,4,1,0,3,0,0,11
2017-05-04 02:00:00,1,0.29608938547486036,2017,5,18,4,2,0,3,0,0,11
2017-05-04 03:00:00,1,0.25139664804469275,2017,5,18,4,3,0,3,0,0,11
2017-05-04 04:00:00,1,0.2011173184357542,2017,5,18,4,4,0,3,0,0,11
2017-05-04 05:00:00,1,0.17318435754189945,2017,5,18,4,5,0,3,0,0,11
2017-05-04 06:00:00,1,0.22905027932960895,2017,5,18,4,6,0,3,0,0,11
2017-05-04 07:00:00,1,0.25139664804469275,2017,5,18,4,7,0,3,0,0,11
2017-05-04 08:00:00,1,0.2681564245810056,2017,5,18,4,8,0,3,0,0,11
2017-05-04 09:00:00,1,0.31843575418994413,2017,5,18,4,9,0,3,0,0,11
2017-05-04 10:00:00,1,0.5139664804469274,2017,5,18,4,10,0,3,0,0,11
2017-05-04 11:00:00,1,0.5698324022346368,2017,5,18,4,11,0,3,0,0,11
2017-05-04 12:00:00,1,0.5586592178770949,2017,5,18,4,12,0,3,0,0,11
2017-05-04 13:00:00,1,0.4692737430167598,2017,5,18,4,13,0,3,0,0,11
2017-05-04 14:00:00,1,0.541899441340782,2017,5,18,4,14,0,3,0,0,11
2017-05-04 15:00:00,1,0.5251396648044693,2017,5,18,4,15,0,3,0,0,11
2017-05-04 16:00:00,1,0.5195530726256983,2017,5,18,4,16,0,3,0,0,11
2017-05-04 17:00:00,1,0.4916201117318436,2017,5,18,4,17,0,3,0,0,11
2017-05-04 18:00:00,1,0.5027932960893854,2017,5,18,4,18,0,3,0,0,11
2017-05-04 19:00:00,1,0.5083798882681564,2017,5,18,4,19,0,3,0,0,11
2017-05-04 20:00:00,1,0.48603351955307267,2017,5,18,4,20,0,3,0,0,11
2017-05-04 21:00:00,1,0.45251396648044695,2017,5,18,4,21,0,3,0,0,11
2017-05-04 22:00:00,1,0.44134078212290506,2017,5,18,4,22,0,3,0,0,11
2017-05-04 23:00:00,1,0.44134078212290506,2017,5,18,4,23,0,3,0,0,11
2017-05-05 00:00:00,1,0.40782122905027934,2017,5,18,5,0,0,4,0,0,11
2017-05-05 01:00:00,1,0.335195530726257,2017,5,18,5,1,0,4,0,0,11
2017-05-05 02:00:00,1,0.29608938547486036,2017,5,18,5,2,0,4,0,0,11
2017-05-05 03:00:00,1,0.2346368715083799,2017,5,18,5,3,0,4,0,0,11
2017-05-05 04:00:00,1,0.2011173184357542,2017,5,18,5,4,0,4,0,0,11
2017-05-05 05:00:00,1,0.18435754189944134,2017,5,18,5,5,0,4,0,0,11
2017-05-05 06:00:00,1,0.2458100558659218,2017,5,18,5,6,0,4,0,0,11
2017-05-05 07:00:00,1,0.28491620111731847,2017,5,18,5,7,0,4,0,0,11
2017-05-05 08:00:00,1,0.29608938547486036,2017,5,18,5,8,0,4,0,0,11
2017-05-05 09:00:00,1,0.34078212290502796,2017,5,18,5,9,0,4,0,0,11
2017-05-05 10:00:00,1,0.40782122905027934,2017,5,18,5,10,0,4,0,0,11
2017-05-05 11:00:00,1,0.4804469273743017,2017,5,18,5,11,0,4,0,0,11
2017-05-05 12:00:00,1,0.4916201117318436,2017,5,18,5,12,0,4,0,0,11
2017-05-05 13:00:00,1,0.4581005586592179,2017,5,18,5,13,0,4,0,0,11
2017-05-05 14:00:00,1,0.49720670391061456,2017,5,18,5,14,0,4,0,0,11
2017-05-05 15:00:00,1,0.446927374301676,2017,5,18,5,15,0,4,0,0,11
2017-05-05 16:00:00,1,0.44134078212290506,2017,5,18,5,16,0,4,0,0,11
2017-05-05 17:00:00,1,0.446927374301676,2017,5,18,5,17,0,4,0,0,11
2017-05-05 18:00:00,1,0.46368715083798884,2017,5,18,5,18,0,4,0,0,11
2017-05-05 19:00:00,1,0.446927374301676,2017,5,18,5,19,0,4,0,0,11
2017-05-05 20:00:00,1,0.41899441340782123,2017,5,18,5,20,0,4,0,0,11
2017-05-05 21:00:00,1,0.40782122905027934,2017,5,18,5,21,0,4,0,0,11
2017-05-05 22:00:00,1,0.3910614525139665,2017,5,18,5,22,0,4,0,0,11
2017-05-05 23:00:00,1,0.38547486033519557,2017,5,18,5,23,0,4,0,0,11
2017-05-06 00:00:00,1,0.35195530726256985,2017,5,18,6,0,0,5,1,0,11
2017-05-06 01:00:00,1,0.2905027932960894,2017,5,18,6,1,0,5,1,0,11
2017-05-06 02:00:00,1,0.22905027932960895,2017,5,18,6,2,0,5,1,0,11
2017-05-06 03:00:00,1,0.19553072625698326,2017,5,18,6,3,0,5,1,0,11
2017-05-06 04:00:00,1,0.1564245810055866,2017,5,18,6,4,0,5,1,0,11
2017-05-06 05:00:00,1,0.1452513966480447,2017,5,18,6,5,0,5,1,0,11
2017-05-06 06:00:00,1,0.15083798882681565,2017,5,18,6,6,0,5,1,0,11
2017-05-06 07:00:00,1,0.17318435754189945,2017,5,18,6,7,0,5,1,0,11
2017-05-06 08:00:00,1,0.1899441340782123,2017,5,18,6,8,0,5,1,0,11
2017-05-06 09:00:00,1,0.25139664804469275,2017,5,18,6,9,0,5,1,0,11
2017-05-06 10:00:00,1,0.25139664804469275,2017,5,18,6,10,0,5,1,0,11
2017-05-06 11:00:00,1,0.28491620111731847,2017,5,18,6,11,0,5,1,0,11
2017-05-06 12:00:00,1,0.29608938547486036,2017,5,18,6,12,0,5,1,0,11
2017-05-06 13:00:00,1,0.26256983240223464,2017,5,18,6,13,0,5,1,0,11
2017-05-06 14:00:00,1,0.26256983240223464,2017,5,18,6,14,0,5,1,0,11
2017-05-06 15:00:00,1,0.24022346368715086,2017,5,18,6,15,0,5,1,0,11
2017-05-06 16:00:00,1,0.2681564245810056,2017,5,18,6,16,0,5,1,0,11
2017-05-06 17:00:00,1,0.2569832402234637,2017,5,18,6,17,0,5,1,0,11
2017-05-06 18:00:00,1,0.2793296089385475,2017,5,18,6,18,0,5,1,0,11
2017-05-06 19:00:00,1,0.2793296089385475,2017,5,18,6,19,0,5,1,0,11
2017-05-06 20:00:00,1,0.3128491620111732,2017,5,18,6,20,0,5,1,0,11
2017-05-06 21:00:00,1,0.2905027932960894,2017,5,18,6,21,0,5,1,0,11
2017-05-06 22:00:00,1,0.29608938547486036,2017,5,18,6,22,0,5,1,0,11
2017-05-06 23:00:00,1,0.28491620111731847,2017,5,18,6,23,0,5,1,0,11
2017-05-07 00:00:00,1,0.2569832402234637,2017,5,18,7,0,0,6,1,0,11
2017-05-07 01:00:00,1,0.2346368715083799,2017,5,18,7,1,0,6,1,0,11
2017-05-07 02:00:00,1,0.19553072625698326,2017,5,18,7,2,0,6,1,0,11
2017-05-07 03:00:00,1,0.16201117318435757,2017,5,18,7,3,0,6,1,0,11
2017-05-07 04:00:00,1,0.1452513966480447,2017,5,18,7,4,0,6,1,0,11
2017-05-07 05:00:00,1,0.1340782122905028,2017,5,18,7,5,0,6,1,0,11
2017-05-07 06:00:00,1,0.1452513966480447,2017,5,18,7,6,0,6,1,0,11
2017-05-07 07:00:00,1,0.1564245810055866,2017,5,18,7,7,0,6,1,0,11
2017-05-07 08:00:00,1,0.1787709497206704,2017,5,18,7,8,0,6,1,0,11
2017-05-07 09:00:00,1,0.223463687150838,2017,5,18,7,9,0,6,1,0,11
2017-05-07 10:00:00,1,0.24022346368715086,2017,5,18,7,10,0,6,1,0,11
2017-05-07 11:00:00,1,0.2458100558659218,2017,5,18,7,11,0,6,1,0,11
2017-05-07 12:00:00,1,0.25139664804469275,2017,5,18,7,12,0,6,1,0,11
2017-05-07 13:00:00,1,0.2458100558659218,2017,5,18,7,13,0,6,1,0,11
2017-05-07 14:00:00,1,0.2569832402234637,2017,5,18,7,14,0,6,1,0,11
2017-05-07 15:00:00,1,0.2681564245810056,2017,5,18,7,15,0,6,1,0,11
2017-05-07 16:00:00,1,0.2681564245810056,2017,5,18,7,16,0,6,1,0,11
2017-05-07 17:00:00,1,0.26256983240223464,2017,5,18,7,17,0,6,1,0,11
2017-05-07 18:00:00,1,0.31843575418994413,2017,5,18,7,18,0,6,1,0,11
2017-05-07 19:00:00,1,0.34078212290502796,2017,5,18,7,19,0,6,1,0,11
2017-05-07 20:00:00,1,0.34078212290502796,2017,5,18,7,20,0,6,1,0,11
2017-05-07 21:00:00,1,0.3240223463687151,2017,5,18,7,21,0,6,1,0,11
2017-05-07 22:00:00,1,0.3016759776536313,2017,5,18,7,22,0,6,1,0,11
2017-05-07 23:00:00,1,0.3240223463687151,2017,5,18,7,23,0,6,1,0,11
2017-05-08 00:00:00,1,0.28491620111731847,2017,5,19,8,0,0,0,0,0,3
2017-05-08 01:00:00,1,0.2346368715083799,2017,5,19,8,1,0,0,0,0,3
2017-05-08 02:00:00,1,0.19553072625698326,2017,5,19,8,2,0,0,0,0,3
2017-05-08 03:00:00,1,0.17318435754189945,2017,5,19,8,3,0,0,0,0,3
2017-05-08 04:00:00,1,0.1899441340782123,2017,5,19,8,4,0,0,0,0,3
2017-05-08 05:00:00,1,0.18435754189944134,2017,5,19,8,5,0,0,0,0,3
2017-05-08 06:00:00,1,0.223463687150838,2017,5,19,8,6,0,0,0,0,3
2017-05-08 07:00:00,1,0.26256983240223464,2017,5,19,8,7,0,0,0,0,3
2017-05-08 08:00:00,1,0.2905027932960894,2017,5,19,8,8,0,0,0,0,3
2017-05-08 09:00:00,1,0.335195530726257,2017,5,19,8,9,0,0,0,0,3
2017-05-08 10:00:00,1,0.39664804469273746,2017,5,19,8,10,0,0,0,0,3
2017-05-08 11:00:00,1,0.5027932960893854,2017,5,19,8,11,0,0,0,0,3
2017-05-08 12:00:00,1,0.5139664804469274,2017,5,19,8,12,0,0,0,0,3
2017-05-08 13:00:00,1,0.446927374301676,2017,5,19,8,13,0,0,0,0,3
2017-05-08 14:00:00,1,0.4804469273743017,2017,5,19,8,14,0,0,0,0,3
2017-05-08 15:00:00,1,0.4804469273743017,2017,5,19,8,15,0,0,0,0,3
2017-05-08 16:00:00,1,0.46368715083798884,2017,5,19,8,16,0,0,0,0,3
2017-05-08 17:00:00,1,0.46368715083798884,2017,5,19,8,17,0,0,0,0,3
2017-05-08 18:00:00,1,0.4916201117318436,2017,5,19,8,18,0,0,0,0,3
2017-05-08 19:00:00,1,0.49720670391061456,2017,5,19,8,19,0,0,0,0,3
2017-05-08 20:00:00,1,0.4804469273743017,2017,5,19,8,20,0,0,0,0,3
2017-05-08 21:00:00,1,0.4748603351955307,2017,5,19,8,21,0,0,0,0,3
2017-05-08 22:00:00,1,0.45251396648044695,2017,5,19,8,22,0,0,0,0,3
2017-05-08 23:00:00,1,0.4134078212290503,2017,5,19,8,23,0,0,0,0,3
2017-05-09 00:00:00,1,0.35195530726256985,2017,5,19,9,0,0,1,0,0,11
2017-05-09 01:00:00,1,0.35195530726256985,2017,5,19,9,1,0,1,0,0,11
2017-05-09 02:00:00,1,0.29608938547486036,2017,5,19,9,2,0,1,0,0,11
2017-05-09 03:00:00,1,0.223463687150838,2017,5,19,9,3,0,1,0,0,11
2017-05-09 04:00:00,1,0.2011173184357542,2017,5,19,9,4,0,1,0,0,11
2017-05-09 05:00:00,1,0.17318435754189945,2017,5,19,9,5,0,1,0,0,11
2017-05-09 06:00:00,1,0.25139664804469275,2017,5,19,9,6,0,1,0,0,11
2017-05-09 07:00:00,1,0.2905027932960894,2017,5,19,9,7,0,1,0,0,11
